# 1:time	2:2-2	3:2-1	4:20	5:21	6:22	7:3-3	8:3-2	9:3-1	10:30	11:31	12:32	13:33	14:4-4	15:4-3	16:4-2	17:4-1	18:40	19:41	20:42	21:43	22:44	23:5-5	24:5-4	25:5-3	26:5-2	27:5-1	28:50	29:51	30:52	31:53	32:54	33:55	34:6-6	35:6-5	36:6-4	37:6-3	38:6-2	39:6-1	40:60	41:61	42:62	43:63	44:64	45:65	46:66	47:7-7	48:7-6	49:7-5	50:7-4	51:7-3	52:7-2	53:7-1	54:70	55:71	56:72	57:73	58:74	59:75	60:76	61:77	62:8-8	63:8-7	64:8-6	65:8-5	66:8-4	67:8-3	68:8-2	69:8-1	70:80	71:81	72:82	73:83	74:84	75:85	76:86	77:87	78:88	
0.125	-9.26789461059134e-15	-9.27066995034131e-15	3.8405693170685e-26	-9.27066995004324e-15	9.26789461062631e-15	1.0134511172681e-19	-3.22692059766337e-18	8.71067380484178e-20	4.59667110475939e-21	-8.71069881522319e-20	-3.22692068033533e-18	-1.01344935171407e-19	8.05088340027966e-18	6.28065462478686e-18	2.76696043782917e-18	6.77167297970474e-18	-1.2069276027042e-26	6.77167281501041e-18	-2.76696038231375e-18	6.28065432710364e-18	-8.0508833857026e-18	3.69855228688658e-20	-1.17143718776959e-17	2.37698561647555e-17	-2.95391780174922e-18	-2.58942469465102e-17	-2.48922241022438e-19	2.58942471855056e-17	-2.95391778277353e-18	-2.37698560735173e-17	-1.17143719132982e-17	-3.69858529585873e-20	2.8774981154249e-17	3.74254539123126e-19	-2.92317509463508e-17	2.09721325532318e-17	-2.59516910642532e-17	1.44277323225084e-17	-8.78445921770173e-27	1.44277324231897e-17	2.59516910312711e-17	2.0972132754388e-17	2.92317509903068e-17	3.74254894338188e-19	-2.87749811524596e-17	1.18754748341694e-17	-2.79077377287019e-17	-1.94279274122504e-19	-1.76829245046354e-17	2.45738606562825e-17	3.1889283659789e-17	1.98777452720881e-17	5.149458262169e-19	-1.98777454885849e-17	3.18892836549829e-17	-2.45738607817202e-17	-1.76829245471199e-17	1.94279313084846e-19	-2.7907737784764e-17	-1.18754746835651e-17	-7.60004349123833e-18	-2.2496350432691e-17	-1.10131051813335e-17	-4.83265003446499e-20	3.65693269192668e-18	-1.12027523532759e-18	-1.50218691340441e-17	-1.58026825916241e-17	2.48389865822104e-26	-1.58026826571892e-17	1.5021869155207e-17	-1.12027538045046e-18	-3.65693269250903e-18	-4.83268226540266e-20	1.1013105228794e-17	-2.24963505401978e-17	7.6000434416207e-18	
0.375	1.14288454346216e-14	1.14322678523503e-14	-1.43114356564291e-25	1.14322678510393e-14	-1.14288454339718e-14	-1.25024462988631e-19	3.97936672302842e-18	-1.07490999671729e-19	-5.65584441778292e-21	1.07491215145536e-19	3.97936500948663e-18	1.25023044440401e-19	-9.92802280423438e-18	-7.74507024011916e-18	-3.41211353825953e-18	-8.35063461506498e-18	4.20279748145175e-25	-8.35063393044406e-18	3.41211471743614e-18	-7.74506864412738e-18	9.92802203664757e-18	-4.56588579819071e-20	1.44458226394111e-17	-2.93120639980666e-17	3.64262795584324e-18	3.19319146393427e-17	3.06953006932722e-19	-3.1931912417077e-17	3.64262940058674e-18	2.93120656828536e-17	1.44458230348469e-17	4.56606058522757e-20	-3.5484205725016e-17	-4.616560472296e-19	3.60476018812834e-17	-2.58620671148156e-17	3.20027244268778e-17	-1.77917376554595e-17	1.69001221599571e-25	-1.7791737066446e-17	-3.20027262156165e-17	-2.5862064667067e-17	-3.60476028690007e-17	-4.61654544721929e-19	3.54842068628276e-17	-1.46444655702327e-17	3.44149271227883e-17	2.39477813219885e-19	2.18059268093267e-17	-3.03037077615048e-17	-3.93246854597686e-17	-2.45125511422246e-17	-6.35001717013504e-19	2.451254808675e-17	-3.93246861469341e-17	3.03037047012921e-17	2.18059265613202e-17	-2.39480188106132e-19	3.44149270141693e-17	1.46444620035243e-17	9.37211346781666e-18	2.77417708067802e-17	1.35809473802735e-17	5.96205734114568e-20	-4.50962552935034e-18	1.38144687497945e-18	1.85244544968111e-17	1.9487288686055e-17	-1.99288722542723e-25	1.94872888686524e-17	-1.85244526838677e-17	1.3814444658164e-18	4.50962557744135e-18	5.96189767769033e-20	-1.35809473755814e-17	2.77417699721907e-17	-9.37211527860251e-18	
0.625	9.77651588756432e-15	9.77944255630549e-15	-2.44563909758875e-22	9.77944406770572e-15	-9.77651651250228e-15	-1.07003930628822e-19	3.4048122876671e-18	-9.07192188520206e-20	-5.47829514201286e-21	9.0013159896904e-20	3.40572374170744e-18	1.07222342986676e-19	-8.49526566288575e-18	-6.62842022900612e-18	-2.91883863093423e-18	-7.14296111590145e-18	1.07178735292311e-22	-7.14281085087853e-18	2.91943570740486e-18	-6.62807111511939e-18	8.49516465351417e-18	-3.52609614173931e-20	1.23526326043847e-17	-2.50781764907472e-17	3.11510914756414e-18	2.73151182622585e-17	2.63451370719087e-19	-2.7314875818735e-17	3.11381004141598e-18	2.50787522692057e-17	1.23531043376754e-17	3.72747054656482e-20	-3.03553824218081e-17	-3.89038629154339e-19	3.08341324207616e-17	-2.21230504070667e-17	2.73755288493141e-17	-1.52199230607307e-17	-1.3126208470914e-22	-1.52201007476753e-17	-2.73760151808223e-17	-2.21239315206145e-17	-3.0834248189242e-17	-3.91458389941352e-19	3.03561947941835e-17	-1.25302821215944e-17	2.94384545342618e-17	2.06106533258171e-19	1.86555741826681e-17	-2.59190694804268e-17	-3.36391322886453e-17	-2.09691422402017e-17	-5.44266701579901e-19	2.09682254859393e-17	-3.36378314754331e-17	2.59184854461929e-17	1.8655550689795e-17	-2.06967548337599e-19	2.94387360457884e-17	1.25296519954713e-17	8.01719388911885e-18	2.37271449118639e-17	1.16170443795998e-17	4.88912884390147e-20	-3.85495760225092e-18	1.1835553682243e-18	1.58466063362781e-17	1.66700621703733e-17	1.65486905431379e-23	1.66701946925043e-17	-1.58457140891657e-17	1.18340400859891e-18	3.85501047479027e-18	5.04050843474947e-20	-1.16191849465024e-17	2.37275465894844e-17	-8.01701725626288e-18	
0.875	4.34388369718829e-15	4.3451980822499e-15	-2.93551439572941e-20	4.34510960068381e-15	-4.34388489417832e-15	-3.91922923957594e-21	1.44288205469059e-18	-1.40313302851729e-20	-3.93559133701888e-20	7.4421683795018e-20	1.46954830240964e-18	5.48284218766978e-20	-3.69792527204965e-18	-2.94936391747714e-18	-1.3784167531807e-18	-3.13636290453276e-18	4.01741207680914e-21	-3.07218111819951e-18	1.33021891785572e-18	-2.9591650876326e-18	3.71581329883132e-18	-1.54878637272937e-19	5.6029657759556e-18	-1.12135422342594e-17	1.42262660170227e-18	1.20903265351055e-17	1.55873103458072e-19	-1.21851798760269e-17	1.38463263767601e-18	1.1103845578331e-17	5.55181796157201e-18	1.27934812653698e-20	-1.34918424665222e-17	-2.03640780946703e-19	1.37377486571288e-17	-9.80799827769628e-18	1.22355337857949e-17	-6.80251078059088e-18	-7.38201028512378e-21	-6.84153423804716e-18	-1.22019308755925e-17	-9.83723632858675e-18	-1.36583407435666e-17	-1.89895567628787e-19	1.35025281533018e-17	-5.37799258820862e-18	1.3096893769656e-17	1.90757742047854e-19	8.22435358232845e-18	-1.14575443285785e-17	-1.49848123603682e-17	-9.25918319463105e-18	-2.94268509826881e-19	9.40632658675364e-18	-1.49138390877762e-17	1.15838331532888e-17	8.19035445846383e-18	-1.3186678624637e-19	1.30408559931502e-17	5.65371854683782e-18	3.60276662060674e-18	1.06486440583157e-17	5.1761007681451e-18	-1.07914854009552e-20	-1.75636443072004e-18	4.61896394959735e-19	7.00653041549648e-18	7.42873278093431e-18	-2.24557002627044e-21	7.44321561504962e-18	-7.02594452399041e-18	4.75602521508264e-19	1.69052335169694e-18	1.02617175932006e-19	-5.11105793420672e-18	1.04761301168575e-17	-3.5744648007467e-18	
1.125	2.88926777714157e-15	2.89040527607476e-15	3.84677972263674e-19	2.89057335132945e-15	-2.88898158559881e-15	5.77692106106803e-20	5.40370523116907e-19	5.75783616728233e-19	5.91927791041084e-20	-7.05205108215339e-19	-3.18583260212541e-20	-1.45755380605181e-19	-2.25691911451896e-18	-2.29207060794024e-18	-1.07614688443457e-18	-1.63646552435728e-18	-4.07439272263891e-20	-1.56700497109918e-18	1.84139387751315e-18	-1.39738056201456e-18	2.30138369809385e-18	-1.39560451490767e-18	4.28497715334783e-18	-8.01659289154167e-18	1.35754520152823e-18	7.27315125269309e-18	1.94003753175785e-19	-8.10051821396404e-18	9.67613675082223e-19	7.39210666989734e-18	3.79625166502017e-18	-4.19042591860371e-19	-1.04526202019009e-17	-5.42431729502621e-19	9.67240266965906e-18	-6.25537917445204e-18	8.22941470375762e-18	-5.0696121960934e-18	1.0608996289359e-19	-5.2312238400601e-18	-8.34007195718308e-18	-6.29830685953352e-18	-8.75325382240137e-18	7.88784969150167e-19	9.27395669410393e-18	-3.03271283205803e-18	7.41049760708596e-18	1.07759109605187e-18	5.27041907094463e-18	-7.11685424860024e-18	-1.02024909297828e-17	-5.20394455774226e-18	-2.44902112062449e-21	6.80243485152114e-18	-9.87609450626117e-18	7.99801039877956e-18	5.356337314718e-18	-9.16414441364751e-19	7.85008877562367e-18	4.47318904950876e-18	3.16953904950326e-18	7.18372995255913e-18	3.79255824405139e-18	1.33913914772025e-19	-1.78872738739138e-18	-3.59424773875538e-19	4.65968642621143e-18	5.37847354615247e-18	1.70089576507111e-19	5.35185997445386e-18	-4.97688703652619e-18	6.92321082353517e-19	1.11268307244973e-18	2.34329820321943e-19	-2.49038129371308e-18	6.76379836179496e-18	-3.42493729223063e-18	
1.375	1.15487994490819e-14	1.1550758762563e-14	7.35685833776354e-19	1.15539337665418e-14	-1.15502442000717e-14	9.99148082237388e-19	1.98137591449641e-18	-2.74870049687206e-19	-9.72851287630019e-19	-1.54495530001023e-18	6.66380644733003e-18	9.19905904393803e-19	-9.51095533239134e-18	-7.62821860638802e-18	-1.9942054556073e-18	-6.51251394524428e-18	-2.81723725850465e-19	-7.89260039793126e-18	1.87421668123673e-18	-9.26658364073532e-18	9.28574190893983e-18	-3.5426395432709e-18	1.47096586381695e-17	-2.98190810104515e-17	5.41668822393992e-18	3.15854224284946e-17	1.23909915204213e-18	-3.22096489046273e-17	4.26082652199051e-18	3.07003218702539e-17	1.50320583367455e-17	1.10336026517411e-19	-4.1154412941377e-17	-1.15899513324391e-18	3.6352697626672e-17	-2.47864972129276e-17	3.12497761647593e-17	-1.93965137549447e-17	-4.41413476866925e-19	-1.85611668031966e-17	-3.07168614138239e-17	-2.62059516326083e-17	-3.51151358150407e-17	-1.15353254484766e-18	3.41512656030279e-17	-1.52991280405112e-17	3.43615945331616e-17	2.37913794352706e-18	2.27172462774613e-17	-3.03606651753652e-17	-4.28298839912293e-17	-2.40960704839236e-17	-1.39774401948592e-18	2.47510566210903e-17	-4.10357895076366e-17	3.11997070756183e-17	2.05654806657108e-17	1.19523928110552e-19	3.73875600700213e-17	1.73755145912234e-17	9.74446681654186e-18	2.84227748766881e-17	1.81875685589484e-17	6.64334905051574e-20	-4.38272157544081e-18	-1.27035329138991e-19	2.06262522811275e-17	2.05354714591461e-17	8.79142785940787e-19	1.8750344659113e-17	-1.88701936848785e-17	1.45732261883111e-18	3.71331736537042e-18	-2.62754024279172e-19	-1.41156687440706e-17	2.67765302425967e-17	-8.84035771478296e-18	
1.625	1.2660100003902e-14	1.26201856325745e-14	-9.88111385727253e-18	1.2671457811564e-14	-1.27067144364468e-14	1.16196870310897e-18	-1.52703861846885e-17	-4.53938400177602e-17	3.40255757687799e-18	1.90144810253948e-18	4.94352185765496e-17	1.30939767404977e-17	-2.68057429803633e-17	1.16358705810561e-17	-2.60525152352506e-17	9.62963587062633e-18	3.33764632391094e-18	1.16131552679812e-19	-2.99650933247058e-17	-5.45246681168063e-17	1.42958541072881e-17	1.97323188102027e-18	1.03271919138025e-17	-1.1443028121994e-17	6.39199167323263e-18	8.05502717042684e-17	-2.68688265856215e-18	-1.8372181078423e-17	-2.76198987861977e-17	3.80378133020824e-17	-1.88882603974696e-18	1.45491584614525e-17	-2.45705232793156e-17	-2.63419815217904e-17	4.87698308334569e-17	-4.70246169353559e-17	6.48101807534234e-17	-2.19914824965983e-17	1.07790282775895e-18	-2.41561442638638e-17	-1.67548809637305e-17	-3.19576727888906e-17	-4.19866674303397e-17	-7.50788661454143e-18	2.73728014044948e-17	-4.26459547960372e-17	4.84851068859059e-17	-1.32305919741758e-17	2.68303698360028e-17	-5.4803231211355e-17	-3.71961118449622e-17	-5.96332577850031e-17	-2.89931884037845e-19	2.1716747355975e-17	-1.08282740777939e-17	1.56463809762445e-18	2.50775948403427e-17	-2.13019182846533e-17	5.07752779460558e-17	-2.35178456536478e-17	2.44569158306561e-17	6.31633199016527e-17	2.5065150599143e-17	3.99899915094378e-17	-7.44392923595662e-18	2.55129533096904e-17	-1.90563549019331e-17	2.3294574176546e-17	-5.24657395282816e-18	5.03423730777251e-17	-1.57713027004991e-17	2.648472258131e-19	3.03815127169135e-18	-2.09357652122519e-18	-2.69084133286048e-17	4.52921621040466e-17	4.03287174561184e-18	
1.875	-3.86901320886149e-15	-3.89595206951145e-15	8.74224088388136e-17	-4.03897972337594e-15	4.02738523211732e-15	1.20762443365203e-17	1.8192735599515e-16	7.10145637468884e-17	-8.7904883837861e-17	6.52481875794331e-18	-2.09883670496852e-16	-9.1244393423714e-17	-2.1613843249109e-17	-6.0905822574684e-17	1.8077083470514e-17	-1.02690482949903e-16	-8.14448672752668e-17	1.01114726724893e-16	6.33868098166076e-17	3.16016716725736e-17	-6.669721099623e-17	9.99301361802083e-17	3.66705050975987e-17	-3.93068194960505e-17	-1.25297454720711e-16	-9.69700472851892e-17	4.34911664315425e-17	4.48143175023118e-17	-4.62879300275769e-18	-1.57484873535542e-16	2.19280406115836e-17	5.7978791958299e-17	6.6708886333839e-17	4.81211519884414e-17	6.83783626718178e-17	8.72856398854962e-17	7.04725178015983e-18	1.02517729839732e-16	-4.42912941430521e-17	-2.95261720677636e-18	-2.51951014625911e-17	-8.64557479441416e-17	1.93362758552285e-17	-1.21838455888361e-16	1.75866734790506e-16	-8.12632553898256e-17	-1.3757702621386e-16	-1.22620900599966e-16	-1.45730888281007e-18	1.11725060565255e-16	1.2682312223232e-16	5.45300606356396e-17	-1.62921292966496e-16	2.08437451908686e-17	-8.96173784875528e-18	2.49761179941774e-17	-3.33137609062787e-17	2.28117207776301e-16	-2.30464040255828e-17	-1.8742259972641e-17	-2.34359501860107e-17	-1.24429114195564e-16	-2.56666065645386e-16	-1.32966950327417e-16	-2.3351844628431e-17	-4.69226065520762e-17	1.01200843732905e-17	-1.91516810042883e-16	-1.1646293729852e-17	1.85199540404732e-17	-1.80978232343175e-17	-8.29001029394283e-17	-6.68208355942674e-17	6.40403360407269e-18	-1.078739415069e-16	1.17236279967359e-16	-8.03249570299282e-17	
2.125	-1.25826665335689e-15	-1.63953610963703e-15	4.13479840856029e-16	-1.20381559084746e-15	1.36534388768717e-15	3.33146048890545e-16	3.1956462076731e-16	-9.15074148413399e-17	-1.78270898879592e-16	-6.15146973108588e-16	1.69438081829462e-16	2.65929843399257e-17	-1.16247935412413e-16	9.73608450909052e-17	-2.9066035428222e-16	-1.08126676784609e-17	-7.69517391536851e-17	1.00824004713887e-16	-4.52998594898369e-16	-5.30505810149921e-16	7.28067617992089e-17	3.58507808460286e-16	1.52144782171514e-16	-7.07952130032458e-16	-2.06889541560434e-16	-1.10694809124406e-16	2.25415564706307e-16	3.26882613708345e-16	-1.90794007200377e-16	-9.18822762936703e-17	-4.38619434535344e-16	-1.09387087935103e-16	9.2068321833507e-17	-1.80179916440909e-16	-4.64691415972248e-17	-3.61508654870765e-16	3.02555897083255e-16	-1.81481064692003e-16	8.83236748713764e-17	-8.27842754832348e-16	2.93093673249192e-16	-3.14501386459848e-16	1.43640046679731e-16	2.28343034339798e-16	-2.20050310261616e-16	-1.30919107758813e-16	-2.77648666147926e-16	-1.2177498848576e-16	-1.06350920949944e-16	5.15185798634244e-16	-2.96457835513136e-16	3.1433728887709e-17	-1.06881858555146e-16	-3.40668411274275e-16	2.51523636310352e-17	-3.33365744509772e-16	-1.65195542874475e-17	-3.44986159708083e-16	1.80217676881834e-16	-3.17247977456703e-16	-8.07202360536314e-17	-3.99375725298173e-17	1.76533776405665e-16	2.01651505095703e-16	1.39535037129643e-16	2.68511362937602e-16	-4.50250090714306e-16	1.66175046964856e-16	1.96473085058691e-16	7.53456449041397e-16	5.04248576820065e-17	-1.31972940160219e-16	-2.67310936713174e-16	-3.27082961433144e-16	-2.04482251097207e-17	3.52072760649927e-16	3.99874962483599e-16	
2.375	4.45193999800373e-15	3.32926290100799e-15	2.17903658334052e-16	5.3970551289898e-15	-5.52812608533909e-15	1.378530452782e-15	-1.04964678893248e-15	-1.37036221014071e-15	-3.81622856596165e-16	-7.67668257516859e-16	2.03988320679935e-15	1.35960173468878e-15	-1.28645990862033e-16	1.59568389755346e-15	1.65814196633998e-16	1.25482870885638e-15	1.03495636299524e-15	-1.1162793002178e-15	-1.42080728222505e-15	-2.6507985215055e-15	-8.62764940117524e-16	-1.93891761899407e-15	2.10365134252639e-16	-4.28771781436336e-16	3.81208263430652e-16	7.93530622824431e-16	3.35101232108351e-16	-1.13374928221202e-15	1.03275634890133e-15	1.55984460144696e-15	1.13006691795431e-15	-1.11419760930234e-15	-1.28675784052383e-15	-1.48956519655593e-15	-2.33453930943597e-16	-1.15189702741837e-15	-1.9123630329843e-16	6.00762778707196e-16	-5.68220027366044e-16	-6.09604706776556e-16	-1.18262586161975e-17	1.53204126141379e-15	-1.3566223288066e-15	-7.41064715627247e-16	8.99832975588394e-16	-1.48857766493592e-16	-6.26894499929291e-16	1.05186926004991e-15	-9.16805137752673e-16	4.45432625098233e-16	8.5842571448994e-16	6.05124930977271e-16	8.83948098005264e-16	2.18201035333423e-16	-1.01046897998012e-15	-1.0670233562321e-15	-1.87483699052303e-16	6.73838267781702e-16	-2.92004104930236e-16	7.42732313777979e-16	7.96630852773438e-17	5.45548982206531e-16	1.61507582501643e-15	1.1212933305239e-15	-2.78196321923313e-16	5.84430764682611e-16	-1.82830735847917e-16	4.5648987234322e-16	8.46610539534674e-16	-1.44741598929597e-16	4.41023616614908e-16	1.14667535881936e-15	9.77383702299345e-16	4.51191464882557e-16	-1.5127046726532e-15	-1.82527106879216e-15	-2.12540742942801e-16	
2.625	-5.72779735518379e-15	-4.77294222916602e-15	-1.51797772443403e-15	-9.17640732002636e-15	4.68153880141996e-15	-1.79670538005975e-15	-1.75639106028118e-15	3.53279673443545e-15	2.21256049395759e-15	4.1322450975773e-15	-2.1357431720307e-15	-9.39397815594872e-16	-2.34057638767885e-15	-1.84385276209141e-15	1.16884513137567e-15	7.20042395614066e-16	-1.22296755346547e-15	3.70400531285131e-15	-1.01922561944927e-15	1.07996337412345e-15	6.08515993147408e-16	-1.74877037766569e-15	1.56452770955291e-15	1.96044124513617e-15	-1.39358265157141e-15	-1.32126099187181e-15	-1.35242941942451e-15	2.67658607651938e-16	1.68329642396663e-15	2.8922405439384e-15	-9.30350396775531e-16	1.07364018596251e-15	6.31850169677944e-16	1.84252324836315e-15	7.73225872146866e-16	-2.43680234911969e-16	9.56794356649167e-16	6.19660961604383e-16	-7.15341458089854e-16	4.42503307880053e-15	-1.7343426769533e-15	-3.11147484094609e-15	5.73535471248083e-17	5.0457629708907e-16	2.14205659526251e-16	-2.42581797602921e-15	-9.00947280980619e-16	-1.93138337016731e-15	-5.78244032847395e-16	-9.0623395628944e-17	1.63375007710466e-15	1.61233160158761e-15	7.38511311414425e-17	-7.75496749094222e-16	-8.93565459896364e-16	4.99902839039884e-16	9.41419744299435e-16	-3.37422115103324e-16	-3.06604223862785e-15	-1.66772473987427e-15	-2.37022830176435e-15	-1.51042236988306e-15	-4.27237173595462e-15	-5.23506068135891e-15	2.62710160189091e-15	-1.48585851407577e-15	1.61962640111602e-15	-2.36693284100031e-16	-3.4446740735324e-15	-1.27083296247998e-15	3.42906161554484e-15	2.82917687335013e-15	7.99738883221294e-16	7.54252808668602e-16	1.95888754815726e-15	2.10457873293255e-15	4.36591421099023e-16	
